rh.aparc.a2009s.volume,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume
107321,1686,2280,2104,2760,2347,5351,3161,2756,1288,757,3273,3664,939,2529,8131,17163,1418,1748,4434,2188,4653,3748,3334,6635,7323,5275,3911,3708,6578,5482,1826,682,873,4474,1758,1263,6286,7137,528,385,1916,3493,5917,3948,4203,1819,941,2466,1991,1768,492,3665,2756,5197,698,5044,1207,2735,962,1454,2978,692,1644,2658,3351,1544,2841,2432,2925,591,2011,1421,9480,421
107422,2550,1824,2463,3355,2721,6939,3765,3385,1454,829,3835,3577,810,2638,13487,17153,1064,1875,5836,3003,7237,4910,4138,7281,8850,8194,4583,3409,7220,5990,1811,413,1048,5014,2763,1959,8142,11300,646,485,2414,4097,6740,3784,3849,2452,1062,1985,2209,1601,626,3207,4913,5175,1026,6059,1698,2614,912,1976,3346,813,1251,2947,4194,1670,4122,3575,3030,789,2523,2459,12448,430
107725,2255,2028,2585,2592,2535,5068,2826,2452,1352,603,2829,3197,669,2608,12050,16482,1574,1780,4202,2537,5917,4261,4250,6299,6854,7019,4022,3226,6554,5475,1992,624,994,5181,1591,2056,6154,7830,842,434,2237,3803,5947,3922,4281,2150,992,1853,2239,1941,676,3549,3905,4909,457,5224,937,2241,1629,1988,3477,1281,1124,2780,3050,1383,3383,2783,3065,371,2369,1295,9351,517
108020,2190,3002,2183,2705,3083,6410,3828,3381,1363,511,3279,3431,782,4028,11579,21351,952,1673,7692,3425,7537,5504,4535,7474,8070,7641,5950,4505,8154,7332,1665,768,684,6398,1841,1487,8753,10018,587,425,2094,3968,5157,3920,4270,2263,1106,2507,2403,2021,1002,5188,4970,5230,1552,5381,1775,2466,2860,2254,3709,967,1232,3165,3561,2159,3868,3514,2989,656,2818,2645,11883,468
108121,2158,1848,1748,1992,1947,5525,3182,2550,1326,634,2844,2499,551,1958,9466,14664,1064,1291,3792,3019,2778,4500,3714,6190,6904,5189,4741,3041,4589,6043,1694,430,774,6034,1309,1312,6456,7551,518,346,2057,3762,5241,3210,3231,1438,992,2328,1260,1894,792,3069,3553,4860,717,4832,1049,1538,740,919,1956,616,1364,2201,2517,1240,2302,1774,1629,311,1919,1752,9079,380
108222,2640,3493,3080,3245,2761,7053,3611,3240,1703,753,3861,3442,719,2504,11398,18580,1134,1645,6191,3015,4490,6785,5237,7949,9701,6532,4264,3557,7448,6519,1997,224,853,5088,2776,1503,7715,9716,510,371,1999,5538,5501,5103,4151,2655,1023,1976,2358,2152,1153,3976,4142,5100,565,4902,1933,2648,1235,1219,4901,1017,1396,3082,3401,1977,3333,2673,3336,695,2106,3048,12382,549
108323,2567,2877,1846,2875,2275,5797,3465,2741,1877,569,3374,3722,1335,3132,10472,17337,1283,2258,5915,3795,4433,5396,3928,7336,6436,6986,4531,3920,7266,5705,1958,559,1002,5495,1855,1842,8309,8436,614,599,2490,4668,5855,3563,3622,2033,1072,2003,2607,1904,746,3295,3592,5039,599,5576,2073,1917,1228,1199,3230,896,1255,3274,4377,1560,2595,3221,2764,611,2046,2593,8597,553
108525,1963,2554,2488,3628,2186,7251,3861,3178,1502,803,2825,2779,889,2946,10294,16833,1455,2012,5071,3569,5689,3700,3430,7274,6624,6686,3512,3571,6062,6209,1968,733,823,6958,1972,2024,6262,8153,685,281,2537,4155,5078,2949,4044,2434,1304,2255,2287,1488,837,3535,4122,4858,855,4712,973,2332,1262,1644,2721,981,1655,2873,3201,1456,3354,3282,1562,805,2512,1431,10763,586
108828,2145,3202,2193,3621,2491,6977,3065,2818,1594,613,3499,3143,1194,2290,9312,17793,1467,2428,6139,3894,6557,5848,4877,6642,8132,7228,5625,4686,7853,7778,1552,590,806,5763,1705,1561,6764,8701,461,404,1859,5937,5510,3484,4343,1870,1034,1817,2081,2363,1041,2170,3401,5030,1256,5662,2294,2940,1367,2025,3734,795,1303,2766,3456,1521,4086,2667,2238,651,3446,1346,11775,453
109123,2245,3146,2179,2961,2328,6538,3391,3256,2204,620,4131,3672,936,2957,13025,18117,1454,2422,6859,4248,4999,5578,4473,6867,10039,6114,6499,4582,6838,7022,1683,391,1015,5564,1920,1949,7312,10931,902,442,2428,5687,6475,3678,4172,2172,1030,1920,2136,2282,967,4910,3433,5643,636,6403,1840,2583,1484,2076,3333,863,1796,3337,4527,1420,3705,3291,1726,1008,2290,2249,11830,518
109325,2619,3367,3115,3540,2696,6983,3576,3320,1588,937,3896,3292,1154,3481,11967,19704,1416,2543,5769,3352,7264,6542,4765,7720,10539,8411,5214,5097,8437,7234,1944,755,1065,6044,2122,1665,7390,10603,958,385,2324,4933,5495,3745,5644,2247,1175,2523,2354,2757,1130,4312,3964,5506,1314,5283,1469,2762,905,2246,4223,864,2070,3356,3808,2028,3713,3970,2135,777,2314,2236,12632,514
109830,1854,2323,1808,3025,1977,5120,3069,2241,1203,379,2751,2581,815,1595,6412,14023,1073,1426,3835,2074,3674,3797,3773,5501,6303,5024,4225,3031,5439,4113,1475,360,626,4785,921,1418,5385,8096,457,262,1986,3638,4601,2301,3749,1845,868,1614,2089,1632,657,3013,4318,3699,898,3781,1108,1339,1047,1453,3086,630,1108,2383,3028,1125,3265,2319,1382,573,1737,1758,9247,475
110007,1890,2179,3012,2754,2041,5507,2726,2760,971,446,2805,2818,778,2681,9613,15477,1072,1775,3881,2436,4340,3952,3451,5679,6480,4995,4499,3981,6492,5017,1397,348,737,4864,1495,1738,5603,6907,747,337,1811,3082,4935,2744,4193,2269,854,1941,2038,1472,500,4264,3381,5901,364,4488,1139,1681,1043,1228,2581,1036,1059,2261,2764,1308,2412,2541,2281,467,1402,1567,9110,374
110411,2809,2558,1759,3070,2770,6006,3761,3112,1688,481,3057,3021,1036,2987,8767,15804,956,2292,3976,3310,5233,4372,3596,7158,8201,6169,5175,4116,5927,5182,1701,995,853,6027,1848,1612,8297,10307,500,393,2021,4520,5702,3223,3800,2130,1470,2232,1985,2187,910,3259,3329,3977,855,4304,1094,2376,581,1913,3238,543,1328,2743,3244,1279,3828,2707,1912,561,2613,3076,9911,590
110613,3066,2606,2126,4384,2437,6946,4717,3056,1785,968,4084,3459,1172,3243,10709,18202,1565,2151,4615,3415,5717,4584,6164,8449,8896,10152,6352,4101,6844,8364,1942,473,689,6531,2741,2712,10954,10911,703,310,2956,4447,6984,4182,4680,1815,1448,2193,2255,3259,929,4572,5724,5870,924,6209,1403,2172,1995,2010,3624,860,1294,4035,4553,1762,4680,3528,1905,919,2917,2771,10489,982
111009,2891,2629,2775,3547,3073,6514,3755,3536,1728,807,3771,4771,739,3328,12135,18618,1261,2253,5921,3695,5463,4707,4726,6540,9143,6588,4512,5792,7688,7099,2041,483,958,6236,1829,1873,7220,11086,719,345,2188,5756,6070,3227,6003,2462,823,2141,2078,2090,1225,4701,3733,5443,603,4957,1604,2932,1417,1965,4331,637,1630,2754,3856,2594,3215,4188,2477,783,2130,1965,12570,663
111211,1959,3428,2267,3186,2451,6882,3850,3821,1839,503,2493,3892,1209,2336,10641,16953,1284,1860,4789,2978,5654,4963,4300,6862,7936,5740,5025,3819,7317,6480,2177,271,910,5382,2476,2017,6769,9898,635,236,1960,4379,4994,3115,3852,2945,1057,1509,2252,1675,935,3503,3565,4030,436,4778,1566,2626,1237,1909,3270,717,1446,2487,3302,1151,2931,2275,2530,869,1727,1606,10984,423
111312,1646,2998,2020,2813,1955,4665,2875,2472,1023,497,2961,3283,931,2415,9886,13535,945,1609,4785,2535,3876,3844,3210,5669,6714,5241,4419,3197,6031,5885,1677,326,858,5511,1417,1688,6311,7160,671,299,1957,4097,4766,3166,3703,1698,938,1736,1805,1689,700,3343,3053,4286,1019,4677,1055,1859,523,1053,3097,769,1134,2356,3037,1899,2416,2397,2634,605,1931,1586,8779,730
111413,1885,2725,2062,3515,2265,6629,3349,2705,1807,745,3563,2996,834,2079,11523,19530,1078,2349,4912,3251,5142,4378,3233,6682,6421,5956,4516,3580,5922,6005,1794,812,1157,5884,2095,1800,4355,9311,891,232,2498,5883,6018,3282,4098,2020,1453,2187,2219,1052,1104,3476,4060,6820,420,4872,957,2374,1159,1825,4036,699,1509,2669,3456,1492,3388,2517,2226,420,2328,1512,9568,675
111514,2173,3127,2105,4112,2366,6132,3502,2970,1375,632,3548,5400,1019,2310,13475,17305,1135,2689,6864,3935,5765,4865,3854,6550,7098,5800,5194,4033,5818,8197,2088,805,1020,5606,1797,2199,6992,9653,904,361,2704,5180,5876,3795,3907,2083,833,2408,2347,1577,1258,4300,3697,4492,1334,5661,1836,2912,1695,3565,2573,499,1478,2549,3469,1553,3990,4289,1824,816,2561,1913,11585,482
111716,1856,2664,2129,2633,2169,5657,3082,3159,1362,550,3263,3821,653,2067,8984,16080,1275,1915,4991,2839,6295,4271,4078,6559,6976,6337,4088,3515,5834,5464,1463,559,940,5736,1847,1448,6280,8317,496,329,1985,4038,5622,3244,3995,1811,1056,2132,2183,1885,312,3490,3079,4144,691,4921,1377,2329,1001,1583,2741,1044,1385,2672,3316,2912,3517,3221,1476,574,2260,1628,11005,670
112112,2560,2463,2936,3503,3320,6994,3353,3366,1241,473,3499,4389,1130,2225,11549,20143,1731,2104,6901,2828,5965,5464,3219,6951,8898,6498,5062,4954,7184,6435,1715,893,1214,6253,2179,1943,7914,8845,513,336,2218,4426,4876,3443,5151,1963,1005,1885,2303,2078,541,3555,5296,5955,733,5067,1277,2681,1165,1197,3835,604,1555,2689,3854,1488,5154,3178,1734,606,2467,2306,12268,526
112314,2401,2728,2699,3260,3354,6767,4080,3819,1138,599,3841,3660,1082,3105,11474,18991,1145,1534,5648,3631,4644,5728,3404,7589,7965,7428,5512,4933,6970,6707,1816,474,1096,5126,2400,1922,8331,11500,917,336,2213,4076,6602,4212,4616,1743,1139,1837,2062,3129,847,3483,4362,5021,498,6611,1106,3322,876,2061,3213,614,1526,3037,3599,2043,3749,2999,2226,604,2550,2760,12272,708
112516,1750,3224,1888,2585,2338,6205,2681,2437,1066,766,2954,2850,1171,3029,8451,16114,1127,1942,4227,3096,4975,5534,3912,5626,5507,6200,4534,2813,6730,6146,1724,387,860,4103,1431,1515,5829,7412,582,425,2250,4118,5464,3844,4136,1742,950,1962,2376,1927,772,3745,2759,3914,392,3666,1610,1635,1531,2081,2426,563,1153,2357,2912,1421,2966,1854,2182,368,1504,1876,8382,529
112819,2132,3324,2066,2164,2682,6082,3122,2705,877,335,2377,2933,1543,2905,7817,15822,1183,1405,5352,2944,4186,3999,3727,5589,7476,6769,4282,3414,5867,5785,1783,522,809,4646,1329,1449,3828,7652,584,213,2059,4508,4103,2504,3817,2006,1317,1964,2225,1806,1204,3625,2981,4384,1201,3948,1155,2152,1045,1643,2958,452,1088,1841,2711,1137,3435,2090,1848,634,2681,2028,9421,392
112920,2316,3223,2905,2671,2740,7106,4101,3911,2262,848,3858,4063,903,3508,13042,20615,1419,2342,6410,4519,6230,6574,5261,7177,9633,9506,6833,4194,7795,8217,2121,559,1282,5720,1951,1936,9141,12029,888,496,2519,5325,6350,4441,4237,2206,1005,3075,1911,2341,854,5186,3813,6068,1202,6644,2060,2801,2488,2865,3627,663,1689,3370,4671,1805,4287,3063,3498,1068,2845,3458,12150,450
113215,2366,2417,2468,3569,2799,6994,4280,3591,2004,299,3678,3876,1100,2329,13058,21958,1151,2009,5006,4253,7247,5357,4410,8825,9641,8075,5322,4437,8240,7972,1903,1013,1453,6763,2162,2785,9197,10513,837,347,2707,4828,6418,3670,4801,2727,1229,2311,2396,3139,650,5071,4663,5950,675,5362,1955,2517,1354,1713,3844,962,1463,3271,3765,1428,4174,3171,2651,549,2284,2518,11244,539
113316,2174,3576,2019,3496,2684,7324,3926,3476,2235,752,3433,4307,1377,3355,12389,18857,1788,2720,5828,3486,7133,4338,3466,7396,8380,6586,5307,5347,7535,7259,1858,525,834,6619,2120,1775,7571,10829,713,506,2321,5862,5944,3074,4273,2146,1294,2620,2644,1906,1251,4465,4273,5830,419,4675,1468,2058,1618,1766,4261,809,1614,3059,4419,3406,3977,3264,2393,773,2523,1295,13337,783
113417,2563,2468,2001,2668,2134,7272,2711,3205,1491,646,3231,3205,1407,2312,9050,17169,1189,1668,3770,2931,5081,4777,4438,6054,7002,5254,5655,3221,5667,5597,1419,271,884,5891,2080,1128,5680,7727,501,302,1730,5109,4817,2811,4144,2025,1133,1765,2358,1926,698,3314,2852,4260,841,5310,1420,1635,854,1630,3485,667,1025,2407,3078,973,2932,2442,2235,664,1351,1679,9976,602
113619,1713,4314,2557,2112,2221,6554,3751,3238,1871,644,3252,3431,861,2717,11772,16994,1498,2268,6561,3343,5966,5620,4759,7452,8057,8142,5668,3948,5723,6654,1968,616,902,6300,2077,2517,8347,10853,584,604,3058,3796,6195,3135,3836,2235,847,2114,2100,2238,872,4115,3210,5120,798,5608,1107,2198,1386,2081,3254,1124,1541,2801,3819,1574,4408,2478,1944,626,1829,1791,12931,492
113821,1869,2789,2488,2512,1985,5341,2656,2462,1192,602,3258,3115,1099,2865,7181,15526,1247,1781,6415,2734,4940,5049,5869,6083,7603,6933,5022,3850,5325,6444,2093,483,921,5079,2089,1349,6468,8552,528,216,1895,4282,5422,3576,4025,2067,1382,2184,2288,1652,801,3183,2647,3131,644,4124,1379,2899,1554,1119,3065,531,1454,2195,2669,1376,4709,2498,1789,517,2242,1979,9877,415
113922,2597,2306,2953,4162,3401,8609,3991,3713,1446,799,3650,3892,757,2286,13810,15989,1077,2506,6199,3552,6626,5705,4210,8160,7969,8032,4068,4109,7548,6616,2136,323,1192,5962,2509,2488,7344,11094,574,291,2643,4618,5573,3658,4923,3192,810,2514,2509,1650,525,4895,5090,5990,944,5303,1805,2828,1202,1912,3972,982,1436,3251,4600,1494,4009,3249,2528,1220,3468,3112,11226,695
114116,1501,3514,2245,2595,2771,5355,3350,2791,1852,732,3329,3502,788,3626,9360,17177,1143,1633,5010,3782,3120,4535,3319,4717,5429,7574,4972,3806,7597,6177,1631,388,895,5128,1632,1931,7300,8068,922,449,2334,5153,6758,3239,4229,2193,1058,2182,2273,1967,989,3893,4240,4752,688,4420,1522,2297,913,1442,2263,720,966,1696,3615,2111,3622,3208,2637,742,1787,2001,9381,611
114217,1927,2863,2316,2627,2348,5415,3123,2520,1396,781,3242,3740,942,2596,10499,16625,858,2111,4780,2839,4611,5307,2940,6340,6340,5210,5622,2918,5483,5709,1626,175,878,5913,1313,1778,6138,8465,588,345,2102,4389,5222,3299,3881,1600,1033,2418,1819,1024,1121,2994,3290,4608,752,5426,1893,1493,1411,1388,3082,1185,1348,2750,2608,1433,3503,2670,1799,700,2586,2072,10439,537
114318,1911,2705,2389,2987,2139,5389,3628,3246,1619,774,3064,3364,429,2931,9875,16130,1174,1877,5063,2609,3828,5010,2919,6710,6836,7149,4268,3830,6914,5222,1717,673,701,4725,1679,1228,6395,7007,790,370,2155,3754,4971,3180,3861,2406,1288,1954,2182,1765,1072,3564,5400,4868,849,6164,1355,2119,1162,1567,3224,1103,1502,2541,3127,1878,4300,2631,2366,586,2818,1750,9843,608
114419,2104,3538,2512,3012,2299,7528,3151,3061,1840,989,4345,3774,1014,3662,11990,21432,1551,2422,8082,3776,6541,6204,3932,7543,8382,7062,5877,4946,7663,8282,2106,720,1059,6651,1307,1822,8991,11462,640,478,1830,4785,5598,4089,4308,2893,1151,2164,2556,1921,895,4116,4180,4687,469,6573,2064,2446,1274,2214,3309,1189,1674,3188,3847,1234,3679,2875,2444,286,3371,3090,12877,495
114621,1748,3020,2353,3279,2331,5458,2876,2992,1788,452,2958,3427,1116,3376,9570,16332,1524,2098,5099,3729,4859,4770,3331,6305,7436,5662,4394,3733,5886,6330,2040,490,1333,5572,1474,1159,7176,8663,470,331,1775,3952,5409,3550,4169,2002,1225,2093,2117,1707,520,3845,2876,4778,761,4983,1470,3134,948,1659,3125,575,1539,2871,3329,1337,3419,3579,1587,647,2063,2114,9591,396
114823,2539,2292,2309,2385,2377,7000,4173,3422,1162,743,3762,3227,911,2496,10711,16388,1150,1580,6183,2929,3196,6292,3218,7243,6498,7093,5875,3690,6279,6013,1444,431,772,4554,1546,1368,8058,9752,524,515,1962,4639,5913,4508,4155,1748,1198,1823,1707,1925,811,3536,4151,4551,1612,5121,1726,2658,912,1276,3426,1015,1622,3367,3874,2166,3342,3080,2205,734,2555,3000,11023,403
114924,2328,2974,2655,3385,2330,6997,3679,3287,1049,641,3635,2965,857,3021,11577,17767,1689,1759,5406,2867,4533,5261,3834,7249,8482,8241,6004,4637,7291,6699,1679,196,1211,6083,1640,2027,8441,9014,815,395,2211,4867,6427,2959,5333,1885,1153,2372,2457,2103,695,4052,3515,4282,486,5244,1075,2615,1372,1980,3102,955,1202,3354,3852,1794,3143,2920,2569,1141,2527,3136,11730,473
115017,2194,1655,2545,3639,2842,5352,3356,3140,1542,470,3246,3971,896,2245,7610,16577,1154,1738,4920,2665,4409,4508,3306,6302,7477,6929,4948,4719,5869,6497,1478,1046,1084,4821,1832,1942,6608,8438,635,242,2121,3944,5146,3291,4419,1986,865,1853,2274,2134,602,2876,4401,4743,824,4719,1230,2017,612,1787,3260,722,1239,2120,4098,1928,4151,2440,1861,681,2348,2853,10980,515
115219,2189,2160,2437,4152,2582,6967,4082,3571,2206,849,4437,2940,1093,3261,9150,18099,1466,2193,5805,3518,6883,6970,4255,7613,7304,7210,4595,4047,6352,6078,2022,1458,1148,6684,1990,2024,8108,10223,860,345,2574,4863,4681,4349,4198,2194,1242,2647,3008,2242,965,4044,3952,4704,1511,4530,1198,2394,1045,1929,3540,1011,1625,2733,4542,1467,3897,3269,2108,767,2309,2662,13666,585
115320,1712,2083,2267,2430,1967,4739,2878,2771,1224,474,3131,3299,781,1646,7918,15694,1152,2082,4233,3149,3934,4460,4105,5997,5376,5912,3527,3476,5261,5108,1791,722,1066,4755,1640,1652,5917,6230,640,294,2348,4200,5536,2939,3599,2147,1130,1667,2268,1210,605,3211,3224,4427,154,5136,576,2721,968,1020,2563,760,1240,1888,3574,1420,2810,1945,1919,506,1257,1637,9065,458
115724,2466,3020,2021,3305,3291,6346,3522,3307,1605,689,3731,3248,1054,2813,10557,18640,1257,1784,6477,4137,5637,4632,3021,6947,7424,6819,5744,4471,7261,6535,1664,615,1000,5578,1691,2039,6919,11023,723,350,2311,5088,6423,4462,4339,1929,1223,1941,2174,2378,722,3367,4611,5508,569,5851,1495,3269,1218,2013,3943,843,1350,2570,4035,1695,4154,2576,3846,664,2326,1952,12370,464
115825,2241,3147,2699,3519,3468,7073,3166,2702,1451,792,3831,4104,793,2668,11661,18533,1108,2856,5083,3204,4661,5535,4302,5990,10240,5025,4052,3329,7220,5761,1603,466,755,5924,1729,1831,6445,8905,1018,351,1886,4843,5503,4559,4231,1673,871,2403,2002,1570,928,3480,4695,5450,430,4891,1843,2738,1828,1269,3200,590,1359,2583,3211,1305,2760,3062,2913,951,2250,2398,11304,565
116120,1615,2586,1744,2163,2070,5434,2789,2245,1162,496,3487,2555,688,2097,9104,15260,1198,1750,3993,2265,4976,3737,3238,5719,5199,6476,4141,3670,5940,5327,1725,244,864,4717,1267,1640,5186,8470,613,251,2320,4696,4603,3065,3595,1766,1141,1505,1829,1672,721,2639,3337,3511,523,4870,1548,1393,1203,1560,3199,726,1511,1918,3375,1518,3277,1737,2315,486,1535,1694,9532,533
116221,2429,2428,2653,3124,3502,6516,3796,2580,1636,949,3757,3796,1132,2360,11296,21134,1243,1923,6108,3619,5386,6014,2995,7645,7408,7711,6043,3840,6943,7513,1406,1191,845,5435,1705,1725,8199,11525,612,439,2363,6683,5930,5235,3369,2255,1417,2081,2595,1620,1229,4635,4561,4634,752,5637,1563,2411,2086,2212,3128,598,1335,3099,4312,1817,5108,2908,2852,290,2488,2977,12716,615
116423,1904,4582,2261,2981,2878,6936,3618,3364,1426,943,4481,4301,1219,4070,9848,19505,1799,2623,4435,3136,4722,7977,5036,7418,8236,6661,7443,5185,8665,8580,1949,574,1503,5748,2247,2224,8894,9878,828,572,1909,6062,5464,4953,5677,1743,1231,2592,2881,2393,1444,5026,3907,4734,398,5637,1728,1370,1822,2378,3798,972,1588,3255,3772,1691,4642,2491,1998,516,2838,2362,12097,505
116524,1973,3178,2240,3748,2102,5940,2957,2726,1811,600,3943,4320,1258,3918,11235,18844,1557,2174,5281,3018,4077,4698,3194,6571,6750,6096,4182,3482,7419,5527,1636,802,1098,5866,2105,1553,6452,9754,1168,459,2156,5578,5783,3672,4352,2091,1360,2058,3043,1294,859,4216,4137,4287,1456,4841,2149,2415,1474,1895,3704,766,1330,2685,3668,1528,4043,2507,1845,857,1783,1814,9051,643
116726,2145,2303,2044,3263,2564,6198,3370,2699,1520,526,2560,3989,698,2837,10602,18930,1164,2099,4857,3179,5925,4646,3694,7003,7180,5546,3887,3680,6265,5315,1934,632,898,5803,1841,1095,7956,8694,700,425,1740,4206,5341,2629,4262,1971,1316,2419,2081,2163,740,3362,3086,4699,484,4753,1164,2738,1416,2022,3187,464,1451,2916,3487,1604,3549,3004,2373,584,1603,1893,12575,476
117021,2420,2148,2283,2964,2339,6172,3524,3196,1202,831,3986,3596,1007,2632,9633,18476,1175,1764,5380,2753,4356,5922,4565,6839,7458,6468,6128,4694,6798,6526,1882,236,820,5690,2023,1663,6921,8687,729,303,2165,4490,5974,4734,4843,2140,971,2253,1982,2469,917,3107,4130,5106,980,5036,1990,2191,1290,1556,2803,708,1464,2737,4445,1413,3426,2776,3031,582,1932,2383,10219,515
117122,1940,2720,2077,2818,2730,5327,2553,2219,1532,516,2787,2952,910,2972,7897,16859,1055,1549,4946,2694,4246,5387,4391,7209,6408,6198,3546,4235,6712,5523,1691,522,917,4881,2166,1529,5723,8693,592,411,1756,4394,6226,3611,4995,2030,1126,1329,2431,2041,983,2698,3072,3605,721,3783,1516,2189,1449,1269,3369,490,1234,2888,3270,1306,4184,2224,1911,912,1970,1420,10332,508
117324,2275,2398,2379,3190,2849,5922,2985,2959,1512,467,2413,3269,842,2796,8552,18656,1048,1628,4258,2482,5245,5741,3235,6644,6010,5814,3593,3860,6087,4394,1778,332,1111,6047,1932,2305,7556,7722,881,430,2335,4659,5390,3165,3857,2114,951,1855,2553,1251,819,3108,3921,4520,367,5049,1429,1551,1075,1415,3215,639,1350,2569,3669,1239,3306,3841,2146,318,1303,1872,9545,465
117728,2381,3172,2594,4066,2460,5561,3509,2846,1590,715,3201,4502,762,2146,9357,18585,1481,1890,6095,2764,4312,4588,4548,8111,6449,6951,5964,5387,6790,6702,1833,450,1024,4435,2226,1539,9595,10393,538,310,2131,3796,5497,3277,4096,2671,1134,2185,2327,2574,946,4153,3992,5154,678,5085,1550,2422,1230,1810,3111,746,1554,3525,3863,2042,5485,4188,2594,755,2101,3484,9443,583
117930,1756,3481,2631,2795,2390,5868,3258,2643,1626,781,3266,3214,885,3514,8365,16878,1098,2036,6157,2938,3806,5236,3234,6460,6651,6463,4447,4070,6841,4731,1532,598,742,5743,1661,1625,5165,10031,709,398,1854,4295,5358,4319,4091,2376,1053,2014,2382,1468,943,3622,3324,3694,833,4053,1314,1888,1337,1515,2791,1002,1500,2415,3291,1294,3608,2428,2376,254,1630,1440,9739,751
118023,1974,2960,2323,2755,2754,5680,3315,2813,1004,410,3247,3595,778,2840,11892,18815,1112,1720,5194,3084,4855,4925,3579,6861,6485,5761,5212,4086,6706,5464,1996,413,1095,5400,1417,1607,7051,7325,675,432,2240,4985,5503,3288,4452,1886,823,2251,2300,2069,717,3421,4012,4805,1157,4424,1695,1853,1615,1552,2875,611,1281,3589,3670,1508,2136,2661,2145,322,2158,1638,10027,417
118124,1773,1407,2029,2277,1643,3703,2897,2311,926,324,1989,2526,1395,2442,9805,14907,1071,881,4422,2337,3268,2555,2133,5240,3630,5617,3787,2545,5099,4395,1656,301,884,4713,1458,1624,5192,7219,425,295,2098,3042,4984,2108,3221,1975,1017,1657,1897,1661,343,3080,2759,4571,306,3309,1267,989,1724,1181,2016,799,1497,2055,2112,1632,2287,2072,2088,490,1451,1345,7766,546
118225,2535,2701,3305,3566,3392,6779,3576,3634,1282,846,1463,3531,1311,3050,13603,17596,1580,2622,5032,2792,6283,6751,5113,9061,8851,7201,5307,4388,7885,9058,1623,853,889,7500,2141,1914,8688,10706,758,467,2066,4671,6435,3114,5086,3773,1276,2603,2724,2317,779,3839,5103,5082,1111,5163,1454,2729,1126,1705,4606,1017,1704,3575,2446,1997,5071,2598,2134,855,3402,2306,11738,474
118528,1932,2028,2431,3298,2137,5724,3449,2352,1279,648,3437,2818,1153,2482,8819,16705,1461,1877,4198,3279,4601,4387,3477,6327,6847,5893,4343,3300,7013,5772,1399,708,865,5313,1254,2155,6145,6618,569,338,1957,4496,4895,3606,4091,2047,1211,2006,2267,1049,1251,3472,3444,3078,559,5906,1386,2262,1004,1675,3281,596,1223,3089,2713,1900,2362,2488,2911,369,2226,1249,8739,486
118730,2426,3317,3399,3810,3492,7606,4633,3825,2014,385,3435,4698,1296,2996,11567,20629,1835,3023,6538,3382,7672,6126,4764,8764,9405,8519,5953,4962,7615,6233,1969,697,1180,6961,2431,1876,10782,12463,694,432,1856,5566,6284,3970,4516,3442,1361,2337,2946,3584,559,3808,4190,6316,945,5624,2218,3183,1682,1727,3917,877,1375,2597,4995,1968,5381,3502,2097,926,2108,2547,14593,564
